bay_id,lat,lon,has_restriction_data
51733,-37.81515350387129,144.96917989417204,True
51750,-37.815243191850584,144.96910117534844,True
51618,-37.81595891567474,144.96967488875265,True
51617,-37.81601454920161,144.96970070161825,True
51634,-37.81631973757882,144.96959523608422,True
51635,-37.81624312678647,144.96955996202877,True
51632,-37.81644117492837,144.96965120384647,True
51637,-37.81613310227557,144.9695092772621,True
64461,-37.81231686828255,144.96603456946735,True
64565,-37.812897706090766,144.96404000230802,True
64570,-37.81306881953495,144.9634527950977,True
64558,-37.81274639126251,144.96455394093988,True
64266,-37.810922428323394,144.97079463705296,True
64235,-37.81090164460444,144.97069246821482,True
64247,-37.81047838708219,144.97230467867075,True
50675,-37.80834950252704,144.97152922756635,True
52232,-37.8101876339628,144.96690220578893,True
60026,-37.815765325423385,144.9728758353579,True
60733,-37.820641488195506,144.9569432240824,True
63923,-37.81548431361455,144.95861279393944,True
62416,-37.81853717941904,144.95573016418047,True
62411,-37.818445354787656,144.9560505543605,True
61245,-37.817666111265154,144.9629407575873,True
61243,-37.81762950144717,144.96306901288006,True
61241,-37.81759364574171,144.96319459325719,True
61249,-37.817738497859075,144.96268705572254,True
61242,-37.817611198618394,144.96313312388034,True
60736,-37.820768853208214,144.9565177418101,True
60738,-37.82080343113989,144.95639823680943,True
52231,-37.81021089093612,144.9669129755109,True
60437,-37.81867159918419,144.96361337707268,True
60436,-37.81865302273701,144.96367748730736,True
60428,-37.8186172877065,144.96312847381205,True
60435,-37.81863446449026,144.96374150071273,True
50512,-37.809835219681005,144.9723259750923,True
50518,-37.8100665581144,144.97232129845833,True
50524,-37.80975208464211,144.97217500552478,True
50523,-37.809811228461804,144.97220260791624,True
61320,-37.8180129004001,144.96177409706755,True
57720,-37.820041408012244,144.9556639590486,True
57721,-37.819994917407186,144.9556426084228,True
64134,-37.81656028873411,144.95546350988394,True
53820,-37.81791428652916,144.96267903559766,True
52245,-37.810431120639905,144.96688538841744,True
52247,-37.81032948087469,144.9668389313935,True
65838,-37.808989664207985,144.9696095894605,True
65852,-37.808765652381865,144.9705516877205,True
65816,-37.80857213624661,144.9710466210087,True
65835,-37.80893402031106,144.96980158069755,True
65839,-37.8090085191715,144.96954458956648,True
65846,-37.80865536322108,144.9709331569701,False
65823,-37.808688713900466,144.97064683077053,True
65864,-37.80899418833464,144.96976550716437,True
65812,-37.8084970772687,144.97130697908918,True
65853,-37.80878448812302,144.97048656633723,True
65849,-37.808710199143206,144.97074350414226,True
65822,-37.80867133402634,144.9707064334778,True
65851,-37.8087471415161,144.97061560119926,True
65837,-37.80897111670238,144.96967358921987,True
65867,-37.80905010694451,144.96957362357503,True
53818,-37.818033178884235,144.96273290765708,True
53816,-37.81813881692696,144.96278077148582,True
50211,-37.81270519385639,144.97378582031484,True
50223,-37.812688235954425,144.97353028528548,True
50222,-37.81273759258164,144.9735524921705,True
61924,-37.81508331085854,144.9676622616073,True
62065,-37.81615408033775,144.9645522505158,True
62059,-37.816023578231906,144.96500119446284,True
62027,-37.81593653016311,144.9647463746411,True
62028,-37.8159552792182,144.96468246233997,True
62030,-37.81599840255207,144.96453548362558,True
62031,-37.816020983773086,144.9644587885271,True
61952,-37.815166479569896,144.96793309081687,True
61931,-37.81522806872016,144.9671703298716,True
61913,-37.81487711702359,144.9683660160545,True
61915,-37.81491466165707,144.96823782973135,True
9582,-37.804103389009754,144.9495339978901,True
61922,-37.81504586009345,144.96779000312512,True
61912,-37.8148583618696,144.96842999036193,True
61950,-37.815128610767,144.96806244045393,True
61943,-37.814987607190886,144.9685434667755,True
61933,-37.81527606682237,144.96700621790194,True
61736,-37.81380175104609,144.9725807720974,True
61716,-37.81370224973713,144.97236739462636,True
61710,-37.81358460771658,144.97276665909857,True
